admin_unit_code,sector,indicator_key,indicator_label,coverage_pct,deficit_pct,source,year
IN-CH-korba,education,pct_females_never_attended_school,Females age 6+ who never attended school,71.1,28.9,NFHS-5,2021
IN-CH-korba,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,73.3,26.7,NFHS-5,2021
IN-CH-korba,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,82.2,17.8,NFHS-5,2021
IN-CH-korba,electricity,pct_households_no_electricity,Households without an electricity connection,97.9,2.1,NFHS-5,2021
IN-CH-koriya,health,pct_births_non_institutional,Births not delivered in a health facility,80.8,19.2,NFHS-5,2021
IN-CH-koriya,education,pct_females_never_attended_school,Females age 6+ who never attended school,69.7,30.3,NFHS-5,2021
IN-CH-koriya,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,73.3,26.7,NFHS-5,2021
IN-CH-koriya,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,87.6,12.4,NFHS-5,2021
IN-CH-koriya,electricity,pct_households_no_electricity,Households without an electricity connection,97.6,2.4,NFHS-5,2021
IN-CH-mahasamund,health,pct_births_non_institutional,Births not delivered in a health facility,92.9,7.1,NFHS-5,2021
IN-CH-mahasamund,education,pct_females_never_attended_school,Females age 6+ who never attended school,68.6,31.4,NFHS-5,2021
IN-CH-mahasamund,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,84.2,15.8,NFHS-5,2021
IN-CH-mahasamund,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.8,1.2,NFHS-5,2021
IN-CH-mahasamund,electricity,pct_households_no_electricity,Households without an electricity connection,98.4,1.6,NFHS-5,2021
IN-CH-raigarh,health,pct_births_non_institutional,Births not delivered in a health facility,87.7,12.3,NFHS-5,2021
IN-CH-raigarh,education,pct_females_never_attended_school,Females age 6+ who never attended school,72.2,27.8,NFHS-5,2021
IN-CH-raigarh,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,66.3,33.7,NFHS-5,2021
IN-CH-raigarh,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.5,2.5,NFHS-5,2021
IN-CH-raigarh,electricity,pct_households_no_electricity,Households without an electricity connection,99.0,1.0,NFHS-5,2021
IN-CH-raipur,health,pct_births_non_institutional,Births not delivered in a health facility,90.7,9.3,NFHS-5,2021
IN-CH-raipur,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.1,22.9,NFHS-5,2021
IN-CH-raipur,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,84.0,16.0,NFHS-5,2021
IN-CH-raipur,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-CH-raipur,electricity,pct_households_no_electricity,Households without an electricity connection,99.5,0.5,NFHS-5,2021
IN-CH-raj-nandgaon,health,pct_births_non_institutional,Births not delivered in a health facility,95.5,4.5,NFHS-5,2021
IN-CH-raj-nandgaon,education,pct_females_never_attended_school,Females age 6+ who never attended school,73.4,26.6,NFHS-5,2021
IN-CH-raj-nandgaon,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,79.2,20.8,NFHS-5,2021
IN-CH-raj-nandgaon,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.8,1.2,NFHS-5,2021
IN-CH-raj-nandgaon,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-CH-surguja,health,pct_births_non_institutional,Births not delivered in a health facility,85.3,14.7,NFHS-5,2021
IN-CH-surguja,education,pct_females_never_attended_school,Females age 6+ who never attended school,66.3,33.7,NFHS-5,2021
IN-CH-surguja,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,75.8,24.2,NFHS-5,2021
IN-CH-surguja,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.4,3.6,NFHS-5,2021
IN-CH-surguja,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-GO-north-goa,health,pct_births_non_institutional,Births not delivered in a health facility,99.6,0.4,NFHS-5,2021
IN-GO-north-goa,education,pct_females_never_attended_school,Females age 6+ who never attended school,89.5,10.5,NFHS-5,2021
IN-GO-north-goa,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,87.7,12.3,NFHS-5,2021
IN-GO-north-goa,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.1,1.9,NFHS-5,2021
IN-GO-north-goa,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-GO-south-goa,health,pct_births_non_institutional,Births not delivered in a health facility,100.0,0.0,NFHS-5,2021
IN-GO-south-goa,education,pct_females_never_attended_school,Females age 6+ who never attended school,88.2,11.8,NFHS-5,2021
IN-GO-south-goa,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,88.2,11.8,NFHS-5,2021
IN-GO-south-goa,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.0,1.0,NFHS-5,2021
IN-GO-south-goa,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-GU-ahmadabad,health,pct_births_non_institutional,Births not delivered in a health facility,94.5,5.5,NFHS-5,2021
IN-GU-ahmadabad,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.8,20.2,NFHS-5,2021
IN-GU-ahmadabad,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,86.4,13.6,NFHS-5,2021
IN-GU-ahmadabad,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.7,1.3,NFHS-5,2021
IN-GU-ahmadabad,electricity,pct_households_no_electricity,Households without an electricity connection,99.5,0.5,NFHS-5,2021
IN-GU-amreli,health,pct_births_non_institutional,Births not delivered in a health facility,90.1,9.9,NFHS-5,2021
IN-GU-amreli,education,pct_females_never_attended_school,Females age 6+ who never attended school,69.9,30.1,NFHS-5,2021
IN-GU-amreli,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,73.3,26.7,NFHS-5,2021
IN-GU-amreli,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.8,2.2,NFHS-5,2021
IN-GU-amreli,electricity,pct_households_no_electricity,Households without an electricity connection,99.6,0.4,NFHS-5,2021
IN-GU-anand,health,pct_births_non_institutional,Births not delivered in a health facility,96.0,4.0,NFHS-5,2021
IN-GU-anand,education,pct_females_never_attended_school,Females age 6+ who never attended school,75.2,24.8,NFHS-5,2021
IN-GU-anand,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,82.1,17.9,NFHS-5,2021
IN-GU-anand,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-GU-anand,electricity,pct_households_no_electricity,Households without an electricity connection,98.0,2.0,NFHS-5,2021
IN-GU-banas-kantha,health,pct_births_non_institutional,Births not delivered in a health facility,92.9,7.1,NFHS-5,2021
IN-GU-banas-kantha,education,pct_females_never_attended_school,Females age 6+ who never attended school,61.1,38.9,NFHS-5,2021
IN-GU-banas-kantha,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,53.9,46.1,NFHS-5,2021
IN-GU-banas-kantha,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,93.6,6.4,NFHS-5,2021
IN-GU-banas-kantha,electricity,pct_households_no_electricity,Households without an electricity connection,91.1,8.9,NFHS-5,2021
IN-GU-bharuch,health,pct_births_non_institutional,Births not delivered in a health facility,91.1,8.9,NFHS-5,2021
IN-GU-bharuch,education,pct_females_never_attended_school,Females age 6+ who never attended school,76.7,23.3,NFHS-5,2021
IN-GU-bharuch,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,77.7,22.3,NFHS-5,2021
IN-GU-bharuch,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.2,2.8,NFHS-5,2021
IN-GU-bharuch,electricity,pct_households_no_electricity,Households without an electricity connection,98.2,1.8,NFHS-5,2021
IN-GU-bhavnagar,health,pct_births_non_institutional,Births not delivered in a health facility,94.2,5.8,NFHS-5,2021
IN-GU-bhavnagar,education,pct_females_never_attended_school,Females age 6+ who never attended school,72.0,28.0,NFHS-5,2021
IN-GU-bhavnagar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,72.9,27.1,NFHS-5,2021
IN-GU-bhavnagar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,95.1,4.9,NFHS-5,2021
IN-GU-bhavnagar,electricity,pct_households_no_electricity,Households without an electricity connection,96.9,3.1,NFHS-5,2021
IN-GU-dahod,health,pct_births_non_institutional,Births not delivered in a health facility,92.5,7.5,NFHS-5,2021
IN-GU-dahod,education,pct_females_never_attended_school,Females age 6+ who never attended school,59.6,40.4,NFHS-5,2021
IN-GU-dahod,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,35.9,64.1,NFHS-5,2021
IN-GU-dahod,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,91.0,9.0,NFHS-5,2021
IN-GU-dahod,electricity,pct_households_no_electricity,Households without an electricity connection,89.3,10.7,NFHS-5,2021
IN-GU-gandhinagar,health,pct_births_non_institutional,Births not delivered in a health facility,97.8,2.2,NFHS-5,2021
IN-GU-gandhinagar,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.6,22.4,NFHS-5,2021
IN-GU-gandhinagar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,84.6,15.4,NFHS-5,2021
IN-GU-gandhinagar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-GU-gandhinagar,electricity,pct_households_no_electricity,Households without an electricity connection,97.8,2.2,NFHS-5,2021
IN-GU-jamnagar,health,pct_births_non_institutional,Births not delivered in a health facility,96.5,3.5,NFHS-5,2021
IN-GU-jamnagar,education,pct_females_never_attended_school,Females age 6+ who never attended school,72.8,27.2,NFHS-5,2021
IN-GU-jamnagar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,86.6,13.4,NFHS-5,2021
IN-GU-jamnagar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-GU-jamnagar,electricity,pct_households_no_electricity,Households without an electricity connection,98.9,1.1,NFHS-5,2021
IN-GU-junagadh,health,pct_births_non_institutional,Births not delivered in a health facility,97.4,2.6,NFHS-5,2021
IN-GU-junagadh,education,pct_females_never_attended_school,Females age 6+ who never attended school,73.8,26.2,NFHS-5,2021
IN-GU-junagadh,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,81.7,18.3,NFHS-5,2021
IN-GU-junagadh,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.0,3.0,NFHS-5,2021
IN-GU-junagadh,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-GU-kachchh,health,pct_births_non_institutional,Births not delivered in a health facility,97.4,2.6,NFHS-5,2021
IN-GU-kachchh,education,pct_females_never_attended_school,Females age 6+ who never attended school,66.6,33.4,NFHS-5,2021
IN-GU-kachchh,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.8,14.2,NFHS-5,2021
IN-GU-kachchh,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.8,3.2,NFHS-5,2021
IN-GU-kachchh,electricity,pct_households_no_electricity,Households without an electricity connection,99.2,0.8,NFHS-5,2021
IN-GU-kheda,health,pct_births_non_institutional,Births not delivered in a health facility,95.2,4.8,NFHS-5,2021
IN-GU-kheda,education,pct_females_never_attended_school,Females age 6+ who never attended school,74.0,26.0,NFHS-5,2021
IN-GU-kheda,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,63.3,36.7,NFHS-5,2021
IN-GU-kheda,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.7,2.3,NFHS-5,2021
IN-GU-kheda,electricity,pct_households_no_electricity,Households without an electricity connection,96.9,3.1,NFHS-5,2021
IN-GU-mahesana,health,pct_births_non_institutional,Births not delivered in a health facility,97.3,2.7,NFHS-5,2021
IN-GU-mahesana,education,pct_females_never_attended_school,Females age 6+ who never attended school,71.3,28.7,NFHS-5,2021
IN-GU-mahesana,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,72.1,27.9,NFHS-5,2021
IN-GU-mahesana,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.0,3.0,NFHS-5,2021
IN-GU-mahesana,electricity,pct_households_no_electricity,Households without an electricity connection,97.7,2.3,NFHS-5,2021
IN-GU-narmada,health,pct_births_non_institutional,Births not delivered in a health facility,81.7,18.3,NFHS-5,2021
IN-GU-narmada,education,pct_females_never_attended_school,Females age 6+ who never attended school,66.0,34.0,NFHS-5,2021
IN-GU-narmada,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,54.6,45.4,NFHS-5,2021
IN-GU-narmada,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.8,3.2,NFHS-5,2021
IN-GU-narmada,electricity,pct_households_no_electricity,Households without an electricity connection,92.7,7.3,NFHS-5,2021
IN-GU-navsari,health,pct_births_non_institutional,Births not delivered in a health facility,99.3,0.7,NFHS-5,2021
IN-GU-navsari,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.9,22.1,NFHS-5,2021
IN-GU-navsari,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,80.1,19.9,NFHS-5,2021
IN-GU-navsari,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.4,2.6,NFHS-5,2021
IN-GU-navsari,electricity,pct_households_no_electricity,Households without an electricity connection,98.7,1.3,NFHS-5,2021
IN-GU-panch-mahals,health,pct_births_non_institutional,Births not delivered in a health facility,88.4,11.6,NFHS-5,2021
IN-GU-panch-mahals,education,pct_females_never_attended_school,Females age 6+ who never attended school,70.1,29.9,NFHS-5,2021
IN-GU-panch-mahals,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,58.9,41.1,NFHS-5,2021
IN-GU-panch-mahals,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,91.0,9.0,NFHS-5,2021
IN-GU-panch-mahals,electricity,pct_households_no_electricity,Households without an electricity connection,95.5,4.5,NFHS-5,2021
IN-GU-patan,health,pct_births_non_institutional,Births not delivered in a health facility,98.6,1.4,NFHS-5,2021
IN-GU-patan,education,pct_females_never_attended_school,Females age 6+ who never attended school,64.8,35.2,NFHS-5,2021
IN-GU-patan,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,73.1,26.9,NFHS-5,2021
IN-GU-patan,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.4,0.6,NFHS-5,2021
IN-GU-patan,electricity,pct_households_no_electricity,Households without an electricity connection,98.3,1.7,NFHS-5,2021
IN-GU-porbandar,health,pct_births_non_institutional,Births not delivered in a health facility,100.0,0.0,NFHS-5,2021
IN-GU-porbandar,education,pct_females_never_attended_school,Females age 6+ who never attended school,74.9,25.1,NFHS-5,2021
IN-GU-porbandar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.7,14.3,NFHS-5,2021
IN-GU-porbandar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.2,3.8,NFHS-5,2021
IN-GU-porbandar,electricity,pct_households_no_electricity,Households without an electricity connection,99.8,0.2,NFHS-5,2021
IN-GU-rajkot,health,pct_births_non_institutional,Births not delivered in a health facility,99.3,0.7,NFHS-5,2021
IN-GU-rajkot,education,pct_females_never_attended_school,Females age 6+ who never attended school,78.4,21.6,NFHS-5,2021
IN-GU-rajkot,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.4,14.6,NFHS-5,2021
IN-GU-rajkot,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.5,0.5,NFHS-5,2021
IN-GU-rajkot,electricity,pct_households_no_electricity,Households without an electricity connection,99.6,0.4,NFHS-5,2021
IN-GU-sabar-kantha,health,pct_births_non_institutional,Births not delivered in a health facility,89.4,10.6,NFHS-5,2021
IN-GU-sabar-kantha,education,pct_females_never_attended_school,Females age 6+ who never attended school,68.7,31.3,NFHS-5,2021
IN-GU-sabar-kantha,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,61.0,39.0,NFHS-5,2021
IN-GU-sabar-kantha,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,90.7,9.3,NFHS-5,2021
IN-GU-sabar-kantha,electricity,pct_households_no_electricity,Households without an electricity connection,95.3,4.7,NFHS-5,2021
IN-GU-surat,health,pct_births_non_institutional,Births not delivered in a health facility,97.7,2.3,NFHS-5,2021
IN-GU-surat,education,pct_females_never_attended_school,Females age 6+ who never attended school,82.7,17.3,NFHS-5,2021
IN-GU-surat,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,82.0,18.0,NFHS-5,2021
IN-GU-surat,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.9,1.1,NFHS-5,2021
IN-GU-surat,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-GU-surendranagar,health,pct_births_non_institutional,Births not delivered in a health facility,85.6,14.4,NFHS-5,2021
IN-GU-surendranagar,education,pct_females_never_attended_school,Females age 6+ who never attended school,66.0,34.0,NFHS-5,2021
IN-GU-surendranagar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,63.8,36.2,NFHS-5,2021
IN-GU-surendranagar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.9,3.1,NFHS-5,2021
IN-GU-surendranagar,electricity,pct_households_no_electricity,Households without an electricity connection,99.4,0.6,NFHS-5,2021
IN-GU-the-dangs,health,pct_births_non_institutional,Births not delivered in a health facility,74.5,25.5,NFHS-5,2021
IN-GU-the-dangs,education,pct_females_never_attended_school,Females age 6+ who never attended school,69.9,30.1,NFHS-5,2021
IN-GU-the-dangs,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,71.7,28.3,NFHS-5,2021
IN-GU-the-dangs,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,91.2,8.8,NFHS-5,2021
IN-GU-the-dangs,electricity,pct_households_no_electricity,Households without an electricity connection,95.9,4.1,NFHS-5,2021
IN-GU-vadodara,health,pct_births_non_institutional,Births not delivered in a health facility,95.9,4.1,NFHS-5,2021
IN-GU-vadodara,education,pct_females_never_attended_school,Females age 6+ who never attended school,82.0,18.0,NFHS-5,2021
IN-GU-vadodara,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.6,14.4,NFHS-5,2021
IN-GU-vadodara,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.5,0.5,NFHS-5,2021
IN-GU-vadodara,electricity,pct_households_no_electricity,Households without an electricity connection,97.3,2.7,NFHS-5,2021
IN-GU-valsad,health,pct_births_non_institutional,Births not delivered in a health facility,96.5,3.5,NFHS-5,2021
IN-GU-valsad,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.0,21.0,NFHS-5,2021
IN-GU-valsad,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.3,14.7,NFHS-5,2021
IN-GU-valsad,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.0,2.0,NFHS-5,2021
IN-GU-valsad,electricity,pct_households_no_electricity,Households without an electricity connection,98.6,1.4,NFHS-5,2021
IN-HA-ambala,health,pct_births_non_institutional,Births not delivered in a health facility,97.8,2.2,NFHS-5,2021
IN-HA-ambala,education,pct_females_never_attended_school,Females age 6+ who never attended school,82.2,17.8,NFHS-5,2021
IN-HA-ambala,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,87.2,12.8,NFHS-5,2021
IN-HA-ambala,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.3,0.7,NFHS-5,2021
IN-HA-ambala,electricity,pct_households_no_electricity,Households without an electricity connection,99.6,0.4,NFHS-5,2021
IN-HA-bhiwani,health,pct_births_non_institutional,Births not delivered in a health facility,97.7,2.3,NFHS-5,2021
IN-HA-bhiwani,education,pct_females_never_attended_school,Females age 6+ who never attended school,70.2,29.8,NFHS-5,2021
IN-HA-bhiwani,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,89.7,10.3,NFHS-5,2021
IN-HA-bhiwani,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.5,2.5,NFHS-5,2021
IN-HA-bhiwani,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-HA-faridabad,health,pct_births_non_institutional,Births not delivered in a health facility,92.5,7.5,NFHS-5,2021
IN-HA-faridabad,education,pct_females_never_attended_school,Females age 6+ who never attended school,80.5,19.5,NFHS-5,2021
IN-HA-faridabad,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,84.2,15.8,NFHS-5,2021
IN-HA-faridabad,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.9,2.1,NFHS-5,2021
IN-HA-faridabad,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-HA-fatehabad,health,pct_births_non_institutional,Births not delivered in a health facility,97.9,2.1,NFHS-5,2021
IN-HA-fatehabad,education,pct_females_never_attended_school,Females age 6+ who never attended school,67.3,32.7,NFHS-5,2021
IN-HA-fatehabad,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,87.3,12.7,NFHS-5,2021
IN-HA-fatehabad,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.8,0.2,NFHS-5,2021
IN-HA-fatehabad,electricity,pct_households_no_electricity,Households without an electricity connection,99.8,0.2,NFHS-5,2021
IN-HA-gurgaon,health,pct_births_non_institutional,Births not delivered in a health facility,96.7,3.3,NFHS-5,2021
IN-HA-gurgaon,education,pct_females_never_attended_school,Females age 6+ who never attended school,80.9,19.1,NFHS-5,2021
IN-HA-gurgaon,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,84.5,15.5,NFHS-5,2021
IN-HA-gurgaon,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-HA-gurgaon,electricity,pct_households_no_electricity,Households without an electricity connection,99.4,0.6,NFHS-5,2021
IN-HA-hisar,health,pct_births_non_institutional,Births not delivered in a health facility,98.2,1.8,NFHS-5,2021
IN-HA-hisar,education,pct_females_never_attended_school,Females age 6+ who never attended school,69.3,30.7,NFHS-5,2021
IN-HA-hisar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,89.1,10.9,NFHS-5,2021
IN-HA-hisar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.3,0.7,NFHS-5,2021
IN-HA-hisar,electricity,pct_households_no_electricity,Households without an electricity connection,99.7,0.3,NFHS-5,2021
IN-HA-jhajjar,health,pct_births_non_institutional,Births not delivered in a health facility,97.2,2.8,NFHS-5,2021
IN-HA-jhajjar,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.3,22.7,NFHS-5,2021
IN-HA-jhajjar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,91.7,8.3,NFHS-5,2021
IN-HA-jhajjar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.6,3.4,NFHS-5,2021
IN-HA-jhajjar,electricity,pct_households_no_electricity,Households without an electricity connection,99.8,0.2,NFHS-5,2021
IN-HA-jind,health,pct_births_non_institutional,Births not delivered in a health facility,98.7,1.3,NFHS-5,2021
IN-HA-jind,education,pct_females_never_attended_school,Females age 6+ who never attended school,71.4,28.6,NFHS-5,2021
IN-HA-jind,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,88.5,11.5,NFHS-5,2021
IN-HA-jind,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.2,3.8,NFHS-5,2021
IN-HA-jind,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-HA-kaithal,health,pct_births_non_institutional,Births not delivered in a health facility,98.2,1.8,NFHS-5,2021
IN-HA-kaithal,education,pct_females_never_attended_school,Females age 6+ who never attended school,66.3,33.7,NFHS-5,2021
IN-HA-kaithal,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,89.7,10.3,NFHS-5,2021
IN-HA-kaithal,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.5,1.5,NFHS-5,2021
IN-HA-kaithal,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-HA-karnal,health,pct_births_non_institutional,Births not delivered in a health facility,99.0,1.0,NFHS-5,2021
IN-HA-karnal,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.2,20.8,NFHS-5,2021
IN-HA-karnal,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,83.5,16.5,NFHS-5,2021
IN-HA-karnal,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.9,0.1,NFHS-5,2021
IN-HA-karnal,electricity,pct_households_no_electricity,Households without an electricity connection,99.2,0.8,NFHS-5,2021
IN-HA-kurukshetra,health,pct_births_non_institutional,Births not delivered in a health facility,98.4,1.6,NFHS-5,2021
IN-HA-kurukshetra,education,pct_females_never_attended_school,Females age 6+ who never attended school,75.3,24.7,NFHS-5,2021
IN-HA-kurukshetra,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,82.6,17.4,NFHS-5,2021
IN-HA-kurukshetra,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.9,0.1,NFHS-5,2021
IN-HA-kurukshetra,electricity,pct_households_no_electricity,Households without an electricity connection,99.6,0.4,NFHS-5,2021
IN-HA-mahendragarh,health,pct_births_non_institutional,Births not delivered in a health facility,98.9,1.1,NFHS-5,2021
IN-HA-mahendragarh,education,pct_females_never_attended_school,Females age 6+ who never attended school,70.0,30.0,NFHS-5,2021
IN-HA-mahendragarh,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,79.8,20.2,NFHS-5,2021
IN-HA-mahendragarh,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-HA-mahendragarh,electricity,pct_households_no_electricity,Households without an electricity connection,99.6,0.4,NFHS-5,2021
IN-HA-panchkula,health,pct_births_non_institutional,Births not delivered in a health facility,97.0,3.0,NFHS-5,2021
IN-HA-panchkula,education,pct_females_never_attended_school,Females age 6+ who never attended school,81.2,18.8,NFHS-5,2021
IN-HA-panchkula,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,82.6,17.4,NFHS-5,2021
IN-HA-panchkula,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.2,0.8,NFHS-5,2021
IN-HA-panchkula,electricity,pct_households_no_electricity,Households without an electricity connection,99.5,0.5,NFHS-5,2021
IN-HA-panipat,health,pct_births_non_institutional,Births not delivered in a health facility,97.1,2.9,NFHS-5,2021
IN-HA-panipat,education,pct_females_never_attended_school,Females age 6+ who never attended school,78.3,21.7,NFHS-5,2021
IN-HA-panipat,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,79.3,20.7,NFHS-5,2021
IN-HA-panipat,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.9,0.1,NFHS-5,2021
IN-HA-panipat,electricity,pct_households_no_electricity,Households without an electricity connection,99.6,0.4,NFHS-5,2021
IN-HA-rewari,health,pct_births_non_institutional,Births not delivered in a health facility,98.7,1.3,NFHS-5,2021
IN-HA-rewari,education,pct_females_never_attended_school,Females age 6+ who never attended school,74.6,25.4,NFHS-5,2021
